ts_ms,fast_vwap,slow_vwap,vwap_color
1591228800000,9655.96484,9416.78516,green
1591243200000,9655.73047,9418.1709,green
1591257600000,9643.99023,9422.95898,green
1591272000000,9657.69727,9432.6123,green
1591286400000,9672.94531,9442.4043,green
1591300800000,9680.02539,9447.49316,green
1591315200000,9685.61133,9451.57715,green
1591329600000,9690.87402,9456.07812,green
1591344000000,9694.89551,9468.22266,green
1591358400000,9694.13379,9472.07422,green
1591372800000,9694.89844,9473.66797,green
1591387200000,9693.35645,9475.24902,green
1591401600000,9687.18555,9477.10547,green
1591416000000,9685.61621,9477.6377,green
1591430400000,9684.34668,9479.2207,green
1591444800000,9683.46094,9481.40137,green
1591459200000,9681.82812,9482.61523,green
1591473600000,9681.59668,9484.3916,green
1591488000000,9681.28613,9485.38574,green
1591502400000,9680.9209,9486.38184,green
1591516800000,9672.41211,9488.60547,green
1591531200000,9639.22949,9488.32715,green
1591545600000,9644.38379,9493.2168,green
1591560000000,9652.80762,9497.87793,green
1591574400000,9656.16699,9499.88574,green
1591588800000,9658.32812,9501.21094,green
1591603200000,9665.51562,9506.12012,green
1591617600000,9667.66309,9508.65039,green
1591632000000,9669.13672,9510.38574,green
1591646400000,9673.93359,9513.21875,green
1591660800000,9679.59668,9520.12402,green
1591675200000,9679.85059,9521.00586,green
1591689600000,9680.37402,9522.71582,green
1591704000000,9682.98828,9525.7041,green
1591718400000,9684.48828,9527.16992,green
1591732800000,9695.45605,9533.81445,green
1591747200000,9698.87402,9536.04785,green
1591761600000,9701.17676,9537.90039,green
1591776000000,9702.59277,9539.49219,green
1591790400000,9704.7666,9541.32129,green
1591804800000,9743.5957,9559.39941,green
1591819200000,9752.50488,9564.20312,green
1591833600000,9767.43945,9571.9043,green
1591848000000,9772.00293,9577.18457,green
1591862400000,9772.88379,9579.83496,green
1591876800000,9741.86035,9580.65527,green
1591891200000,9625.85254,9558.38281,green
1591905600000,9600.44727,9552.31445,green
1591920000000,9587.59766,9549.23145,green
1591934400000,9580.39062,9547.625,green
1591948800000,9574.78906,9546.56641,green
1591963200000,9562.18066,9543.80469,green
1591977600000,9548.94238,9540.50684,green
1591992000000,9545.3623,9539.62012,green
1592006400000,9541.86426,9538.75195,green
1592020800000,9536.65527,9537.46387,red
1592035200000,9531.7373,9536.24219,red
1592049600000,9527.58984,9535.20508,red
1592064000000,9522.52344,9533.92773,red
1592078400000,9517.52539,9532.62695,red
1592092800000,9515.87305,9532.18359,red
1592107200000,9510.93555,9530.95605,red
1592121600000,9508.36914,9530.30762,red
1592136000000,9495.2832,9527.02051,red
1592150400000,9491.77637,9526.0752,red
1592164800000,9469.38574,9520.16406,red
1592179200000,9433.43555,9510.11621,red
1592193600000,9347.91797,9482.17676,red
1592208000000,9331.4873,9475.40918,red
1592222400000,9316.63086,9466.51172,red
1592236800000,9324.28906,9463.80176,red
1592251200000,9331.10254,9463.41504,red
1592265600000,9345.33496,9464.53027,red
1592280000000,9354.81836,9465.27832,red
1592294400000,9361.37207,9465.73828,red
1592308800000,9374.8125,9466.09277,red
1592323200000,9379.3125,9466.21191,red
1592337600000,9382.91992,9466.52637,red
1592352000000,9386.56641,9466.51562,red
1592366400000,9391.11621,9466.71777,red
1592380800000,9393.97168,9466.84277,red
1592395200000,9399.87109,9466.00488,red
1592409600000,9395.18164,9463.66992,red
1592424000000,9394.14062,9461.76172,red
1592438400000,9395.14062,9461.47559,red
1592452800000,9395.95215,9461.22949,red
1592467200000,9398.28809,9460.73047,red
1592481600000,9397.97754,9459.77734,red
1592496000000,9396.55371,9458.58691,red
1592510400000,9390.91504,9455.51172,red
1592524800000,9378.28418,9450.48047,red
1592539200000,9373.21484,9448.31738,red
1592553600000,9372.63477,9445.99707,red
1592568000000,9373.09961,9445.05664,red
1592582400000,9367.82617,9442.21289,red
1592596800000,9363.08203,9439.81348,red
1592611200000,9361.2168,9438.67188,red
1592625600000,9359.51074,9437.78516,red
1592640000000,9350.70801,9433.47559,red
1592654400000,9345.7373,9431.13867,red
1592668800000,9342.89062,9429.68945,red
1592683200000,9342.84961,9428.20117,red
1592697600000,9344.15918,9427.66406,red
1592712000000,9346.47168,9427.19141,red
1592726400000,9346.67969,9426.61914,red
1592740800000,9346.96289,9426.08496,red
1592755200000,9346.18164,9425.07422,red
1592769600000,9342.54883,9423.19922,red
1592784000000,9342.5459,9422.12988,red
1592798400000,9347.80566,9421.94141,red
1592812800000,9354.69531,9422.30371,red
1592827200000,9366.11133,9423.45508,red
1592841600000,9394.06934,9427.89746,red
1592856000000,9437.84961,9437.0166,green
1592870400000,9453.73047,9440.7627,green
1592884800000,9460.13281,9442.31348,green
1592899200000,9472.62207,9445.46094,green
1592913600000,9483.95605,9448.37305,green
1592928000000,9490.9541,9450.20996,green
1592942400000,9498.4209,9452.31348,green
1592956800000,9503.31055,9453.66406,green
1592971200000,9509.04883,9456.18848,green
1592985600000,9481.37695,9452.10938,green
1593000000000,9445.18945,9443.76562,green
1593014400000,9434.06738,9440.81738,red
1593028800000,9424.35059,9438.14551,red
1593043200000,9379.70117,9425.10547,red
1593057600000,9361.47461,9419.06348,red
1593072000000,9350.02734,9414.21582,red
1593086400000,9338.09668,9409.20996,red
1593100800000,9334.67188,9407.42969,red
1593115200000,9330.22363,9405.03906,red
1593129600000,9324.67383,9402.3623,red
1593144000000,9306.73145,9395.17871,red
1593158400000,9292.13184,9388.54688,red
1593172800000,9269.44727,9377.88867,red
1593187200000,9262.63184,9374.29492,red
1593201600000,9258.83301,9371.99512,red
1593216000000,9252.85938,9368.80664,red
1593230400000,9249.84082,9367.01562,red
1593244800000,9245.55859,9364.57422,red
1593259200000,9241.14648,9362.30859,red
1593273600000,9188.62598,9341.55664,red
1593288000000,9164.68262,9329.53906,red
1593302400000,9156.41602,9325.37891,red
1593316800000,9150.82031,9322.30859,red
1593331200000,9143.77832,9317.69336,red
1593345600000,9140.6416,9312.34863,red
1593360000000,9140.04199,9309.62402,red
1593374400000,9138.27734,9306.90625,red
1593388800000,9136.62988,9304.59277,red
1593403200000,9134.0332,9301.93164,red
1593417600000,9130.77539,9298.32227,red
1593432000000,9125.52441,9291.9834,red
1593446400000,9126.63965,9289.14355,red
1593460800000,9132,9286.86914,red
1593475200000,9133.43164,9285.83789,red
1593489600000,9133.76562,9283.86328,red
1593504000000,9134.13574,9282.59082,red
1593518400000,9134.18066,9278.04297,red
1593532800000,9133.89941,9275.92676,red
1593547200000,9134.05273,9274.7998,red
1593561600000,9133.20312,9272.69727,red
1593576000000,9133.40234,9271.41602,red
1593590400000,9135.05273,9269.85254,red
1593604800000,9146.72266,9268.56348,red
1593619200000,9155.51074,9268.34766,red
1593633600000,9158.32617,9268.05078,red
1593648000000,9161.00586,9267.85059,red
1593662400000,9165.28027,9266.71582,red
1593676800000,9167.38379,9265.60742,red
1593691200000,9155.32422,9257.82227,red
1593705600000,9136.2373,9249.03613,red
1593720000000,9132.75293,9245.89844,red
1593734400000,9130.74023,9243.99316,red
1593748800000,9129.66895,9242.91309,red
1593763200000,9126.98145,9240.61816,red
1593777600000,9125.63672,9239.0957,red
1593792000000,9124.33887,9237.9873,red
1593806400000,9122.16016,9236.56348,red
1593820800000,9120.14453,9235.16602,red
1593835200000,9119.30762,9234.5127,red
1593849600000,9117.88672,9233.63477,red
1593864000000,9115.34863,9232.1377,red
1593878400000,9117.43848,9228.5127,red
1593892800000,9118.10938,9227.73438,red
1593907200000,9118.49219,9227.18262,red
1593921600000,9114.41602,9224.3125,red
1593936000000,9107.84863,9221.22852,red
1593950400000,9100.89746,9217.67871,red
1593964800000,9098.40918,9216.30566,red
1593979200000,9086.36035,9208.99316,red
1593993600000,9086.66797,9207.32031,red
1594008000000,9097.40137,9206.37402,red
1594022400000,9103.56738,9206.41113,red
1594036800000,9125.99512,9208.55176,red
1594051200000,9142.875,9210.75098,red
1594065600000,9158.03125,9213.09961,red
1594080000000,9173.33105,9215.60254,red
1594094400000,9179.13672,9216.375,red
1594108800000,9183.30566,9216.89648,red
1594123200000,9188.50684,9217.64355,red
1594137600000,9190.91406,9217.93359,red
1594152000000,9194.04785,9218.27539,red
1594166400000,9200.95703,9219.45996,red
1594180800000,9205.45312,9220.25684,red
1594195200000,9210.32422,9221.16895,red
1594209600000,9248.74023,9230.38477,green
1594224000000,9257.84277,9232.91504,green
1594238400000,9267.62695,9235.65723,green
1594252800000,9276.5625,9238.39258,green
1594267200000,9280.625,9239.66113,green
1594281600000,9287.20605,9241.83691,green
1594296000000,9281.23535,9243.61621,green
1594310400000,9276.70508,9243.04785,green
1594324800000,9275.2793,9242.9502,green
1594339200000,9273.01074,9242.65527,green
1594353600000,9262.52637,9240.62891,green
1594368000000,9256.53223,9239.4248,green
1594382400000,9253.31055,9238.91113,green
1594396800000,9252.3291,9238.81348,green
1594411200000,9253.82227,9239.48535,green
1594425600000,9254.63672,9239.83008,green
1594440000000,9255.04395,9240.06543,green
1594454400000,9251.76758,9239.56836,green
1594468800000,9250.58398,9239.38477,green
1594483200000,9249.10254,9239.17773,green
1594497600000,9248.15527,9239.05859,green
1594512000000,9249.54395,9239.52148,green
1594526400000,9250.03125,9239.71777,green
1594540800000,9250.22168,9239.84277,green
1594555200000,9250.62695,9240.33691,green
1594569600000,9247.18652,9239.71582,green
1594584000000,9250.76172,9240.74805,green
1594598400000,9252.6709,9241.30762,green
1594612800000,9253.38672,9241.60449,green
1594627200000,9256.29297,9242.44043,green
1594641600000,9262.22168,9244.25586,green
1594656000000,9260.72852,9244.35156,green
1594670400000,9259.47363,9244.25684,green
1594684800000,9257.62695,9243.9873,green
1594699200000,9247.65723,9241.95703,green
1594713600000,9239.73926,9240.12988,red
1594728000000,9237.58594,9239.57129,red
1594742400000,9238.25391,9239.71191,red
1594756800000,9239.06348,9239.89453,red
1594771200000,9239.24316,9239.93066,red
1594785600000,9238.86621,9239.83887,red
1594800000000,9237.10156,9239.41797,red
1594814400000,9235.23242,9238.95312,red
1594828800000,9229.7002,9237.57031,red
1594843200000,9227.71387,9237.00488,red
1594857600000,9225.68262,9236.4248,red
1594872000000,9210.58887,9232.34668,red
1594886400000,9189.6709,9225.99902,red
1594900800000,9183.4834,9223.76367,red
1594915200000,9180.19727,9222.33203,red
1594929600000,9176.50586,9220.76172,red
1594944000000,9174.41699,9219.88672,red
1594958400000,9171.07715,9218.57617,red
1594972800000,9168.81641,9217.54199,red
1594987200000,9166.95703,9215.85156,red
1595001600000,9166.40332,9215.39355,red
1595016000000,9165.91699,9214.80469,red
1595030400000,9164.48535,9213.9043,red
1595044800000,9163.95312,9213.60742,red
1595059200000,9164.61426,9212.5957,red
1595073600000,9164.66309,9212.31641,red
1595088000000,9165.17676,9211.73828,red
1595102400000,9165.28027,9211.56934,red
1595116800000,9164.92773,9211.12012,red
1595131200000,9164.50879,9210.82422,red
1595145600000,9160.86328,9209.27734,red
1595160000000,9159.15625,9208.51367,red
1595174400000,9158.68066,9207.75293,red
1595188800000,9165.28223,9207.63672,red
1595203200000,9167.24902,9207.52734,red
1595217600000,9167.67578,9207.37305,red
1595232000000,9167.04688,9206.56055,red
1595246400000,9166.85547,9206.00391,red
1595260800000,9167.64941,9205.39355,red
1595275200000,9167.3916,9205.0127,red
1595289600000,9167.86621,9204.68457,red
1595304000000,9201.9541,9210.40234,red
1595318400000,9215.60156,9213.47363,green
1595332800000,9249.55273,9222.9082,green
1595347200000,9257.35742,9225.55762,green
1595361600000,9263.46094,9227.59863,green
1595376000000,9268.73438,9229.41699,green
1595390400000,9273.36133,9231.56738,green
1595404800000,9277.64746,9233.46973,green
1595419200000,9280.72559,9234.87988,green
1595433600000,9285.13867,9236.63477,green
1595448000000,9326.78125,9251.24707,green
1595462400000,9342.42383,9257.52148,green
1595476800000,9350.82031,9261.08594,green
1595491200000,9358.92285,9264.49414,green
1595505600000,9388.85938,9278.24902,green
1595520000000,9426.70898,9296.6748,green
1595534400000,9434,9300.63086,green
1595548800000,9440.95996,9304.77734,green
1595563200000,9449.47559,9311.94824,green
1595577600000,9453.84766,9315.5127,green
1595592000000,9459.13477,9319.51758,green
1595606400000,9466.43359,9324.37305,green
1595620800000,9479.33008,9333.58984,green
1595635200000,9483.84375,9336.87012,green
1595649600000,9491.28516,9342.08496,green
1595664000000,9494.77051,9344.59863,green
1595678400000,9500.16602,9348.45117,green
1595692800000,9524.90332,9362.68457,green
1595707200000,9545.92188,9374.59766,green
1595721600000,9552.29395,9378.75488,green
1595736000000,9559.36816,9383.0127,green
1595750400000,9722.44629,9469.01172,green
1595764800000,9751.59473,9493.25488,green
1595779200000,9762.71973,9504.5918,green
1595793600000,9768.63477,9510.53809,green
1595808000000,9868.28418,9576.18848,green
1595822400000,9918.72168,9614.86035,green
1595836800000,9954.16699,9643.45117,green
1595851200000,10024.5146,9700.68848,green
1595865600000,10205.0723,9834.28223,green
1595880000000,10438.3145,10014.2441,green
1595894400000,10506.4805,10077.1084,green
1595908800000,10540.583,10113.1416,green
1595923200000,10583.0361,10164.6455,green
1595937600000,10635.5322,10215.042,green
1595952000000,10678.376,10262.3447,green
1595966400000,10691.3848,10278.665,green
1595980800000,10700.7871,10290.2656,green
1595995200000,10713.8057,10304.1348,green
1596009600000,10742.7812,10333.668,green
1596024000000,10788.0664,10376.1025,green
1596038400000,10821.7031,10406.7256,green
1596052800000,10853.4229,10438.1904,green
1596067200000,10861.9385,10450.5566,green
1596081600000,10866.4854,10459.4727,green
1596096000000,10869.4307,10466.1357,green
1596110400000,10876.4355,10480.3057,green
1596124800000,10885.0322,10489.8379,green
1596139200000,10899.0029,10503.7334,green
1596153600000,10905.165,10512.4883,green
1596168000000,10913.0801,10520.9893,green
1596182400000,10928.2803,10533.5859,green
1596196800000,10969.626,10564.1396,green
1596211200000,11009.7373,10594.3691,green
1596225600000,11033.2061,10612.3936,green
1596240000000,11048.6475,10624.8965,green
1596254400000,11120.6045,10670.4697,green
1596268800000,11158.3379,10694.8467,green
1596283200000,11195.4385,10721.2314,green
1596297600000,11254.3135,10759.5977,green
1596312000000,11295.5078,10787.1484,green
1596326400000,11347.6953,10819.9883,green
1596340800000,11346.8857,10880.9141,green
1596355200000,11327.377,10890.5088,green
1596369600000,11314.4199,10894.4551,green
1596384000000,11307.876,10900.5898,green
1596398400000,11291.8809,10904.3984,green
1596412800000,11282.5547,10907.8945,green
1596427200000,11280.5361,10910.2695,green
1596441600000,11278.1953,10913.5762,green
1596456000000,11281.2676,10922.3135,green
1596470400000,11290.5459,10933.8184,green
1596484800000,11288.4385,10944.3418,green
1596499200000,11289.6152,10951.7139,green
1596513600000,11289.2139,10955.6172,green
1596528000000,11280.8467,10960.5527,green
1596542400000,11272.6572,10964.2061,green
1596556800000,11270.6924,10966.9609,green
1596571200000,11268.8096,10969.1426,green
1596585600000,11265.9814,10971.542,green
1596600000000,11266.5791,10974.8887,green
1596614400000,11276.042,10983.1074,green
1596628800000,11321.4746,11008.2578,green
1596643200000,11341.8135,11019.1064,green
1596657600000,11386.3145,11044.0635,green
1596672000000,11411.1924,11059.3604,green
1596686400000,11420.7168,11066.29,green
1596700800000,11434.0439,11074.6865,green
1596715200000,11469.0264,11093.8535,green
1596729600000,11492.7363,11106.7412,green
1596744000000,11518.9971,11124.3867,green
1596758400000,11538.5254,11136.4941,green
1596772800000,11553.4736,11147.0527,green
1596787200000,11566.9043,11157.7764,green
1596801600000,11577.0703,11175.0869,green
1596816000000,11566.3799,11188.876,green
1596830400000,11566.8115,11193.9053,green
1596844800000,11567.583,11198.2227,green
1596859200000,11568.123,11201.1465,green
1596873600000,11578.2568,11210.3418,green
1596888000000,11586.9189,11217.0547,green
1596902400000,11594.9668,11225.6602,green
1596916800000,11601.459,11231.167,green
1596931200000,11609.4854,11238.0156,green
1596945600000,11613.3848,11242.5713,green
1596960000000,11616.5762,11247.2988,green
1596974400000,11616.0332,11253.7168,green
1596988800000,11615.9033,11257.9824,green
1597003200000,11618.0859,11261.2393,green
1597017600000,11674.2168,11289.876,green
1597032000000,11695.4082,11300.7529,green
1597046400000,11703.9375,11321.7568,green
1597060800000,11727.6182,11342.4951,green
1597075200000,11739.4355,11353.4053,green
1597089600000,11746.458,11361.502,green
1597104000000,11753.4111,11369.0273,green
1597118400000,11755.7354,11377.4648,green
1597132800000,11753.7891,11384.4912,green
1597147200000,11709.1357,11393.8633,green
1597161600000,11660.9961,11394.0332,green
1597176000000,11605.2168,11389.4863,green
1597190400000,11589.0332,11388.4971,green
1597204800000,11569.9678,11387.3887,green
1597219200000,11564.5674,11389.1172,green
1597233600000,11563.7646,11391.958,green
1597248000000,11563.5918,11394.7295,green
1597262400000,11563.2988,11396.4746,green
1597276800000,11564.917,11399.5332,green
1597291200000,11564.3936,11400.835,green
1597305600000,11554.6484,11404.7881,green
1597320000000,11549.5859,11407.3369,green
1597334400000,11548.2715,11408.3613,green
1597348800000,11567.9883,11419.0537,green
1597363200000,11580.2695,11425.4717,green
1597377600000,11585.9014,11428.7656,green
1597392000000,11593.3438,11432.7227,green
1597406400000,11600.6748,11437.1318,green
1597420800000,11616.7559,11444.9971,green
1597435200000,11622.8623,11448.3818,green
1597449600000,11645.043,11458.0967,green
1597464000000,11655.0234,11462.6016,green
1597478400000,11665.9873,11467.7549,green
1597492800000,11681.6748,11477.1738,green
1597507200000,11687.7305,11480.3652,green
1597521600000,11704.4121,11489.4443,green
1597536000000,11713.6729,11494.4463,green
1597550400000,11718.8486,11497.1738,green
1597564800000,11725.0879,11502.9775,green
1597579200000,11731.7363,11508.334,green
1597593600000,11735.7002,11511,green
1597608000000,11741.5918,11514.3281,green
1597622400000,11749.0586,11519.1904,green
1597636800000,11751.5391,11521.2861,green
1597651200000,11758.3936,11525.1475,green
1597665600000,11924.8115,11593.2754,green
1597680000000,11975.5889,11618.1611,green
1597694400000,11995.3154,11629.4854,green
1597708800000,12007.3896,11636.2227,green
1597723200000,12021.2148,11645.127,green
1597737600000,12033.0996,11654.167,green
1597752000000,12027.8555,11677.8135,green
1597766400000,12024.7695,11682.1836,green
1597780800000,12024.0068,11685.666,green
1597795200000,12018.8633,11688.3525,green
1597809600000,11989.2539,11691.5039,green
1597824000000,11980.6592,11693.3213,green
1597838400000,11967.9736,11695.083,green
1597852800000,11949.6533,11695.2461,green
1597867200000,11935.9639,11695.3936,green
1597881600000,11927.9111,11696.0137,green
1597896000000,11920.7148,11696.2959,green
1597910400000,11914.9756,11697.1348,green
1597924800000,11909.8223,11698.957,green
1597939200000,11908.3047,11700.0908,green
1597953600000,11907.0977,11700.9941,green
1597968000000,11904.7754,11702.3174,green
1597982400000,11903.1963,11703.1436,green
1597996800000,11894.2041,11703.8613,green
1598011200000,11875.9277,11704.0723,green
1598025600000,11858.9814,11703.8555,green
1598040000000,11824.7031,11700.2881,green
1598054400000,11793.2119,11695.4902,green
1598068800000,11778.3203,11693.3477,green
1598083200000,11769.6035,11692.2383,green
1598097600000,11762.3037,11691.373,green
1598112000000,11757.8652,11690.8262,green
1598126400000,11753.3408,11690.4629,green
1598140800000,11748.9902,11690.0547,green
1598155200000,11742.7314,11689.3457,green
1598169600000,11732.1641,11687.9062,green
1598184000000,11724.1924,11686.9824,green
1598198400000,11722.4717,11686.9072,green
1598212800000,11720.6279,11686.8164,green
1598227200000,11717.3408,11686.541,green
1598241600000,11718.1094,11687.0488,green
1598256000000,11725.1895,11688.8672,green
1598270400000,11729.5469,11690.251,green
1598284800000,11730.665,11690.8223,green
1598299200000,11731.7129,11691.3018,green
1598313600000,11729.5596,11691.46,green
1598328000000,11717.7744,11690.001,green
1598342400000,11705.5186,11688.208,green
1598356800000,11646.0693,11675.8311,red
1598371200000,11578.917,11657.8818,red
1598385600000,11563.5938,11653.0449,red
1598400000000,11549.7021,11648.3643,red
1598414400000,11542.0137,11645.6758,red
1598428800000,11532.1748,11641.8281,red
1598443200000,11516.4736,11634.248,red
1598457600000,11514.9033,11632.2871,red
1598472000000,11513.6152,11631.0664,red
1598486400000,11507.9541,11628.1865,red
1598500800000,11502.0498,11625.4922,red
1598515200000,11491.8574,11621.1895,red
1598529600000,11471.4912,11608.6523,red
1598544000000,11445.8262,11597.5566,red
1598558400000,11439.874,11594.3311,red
1598572800000,11435.7783,11591.2734,red
1598587200000,11434.5596,11589.4727,red
1598601600000,11435.043,11587.5527,red
1598616000000,11439.7725,11585.9082,red
1598630400000,11443.3369,11585.0742,red
1598644800000,11445.29,11584.627,red
1598659200000,11447.1094,11584.1807,red
1598673600000,11451.3828,11583.9258,red
1598688000000,11454.1904,11582.3047,red
1598702400000,11455.8398,11581.3857,red
1598716800000,11457.9736,11581.001,red
1598731200000,11459.1484,11580.3643,red
1598745600000,11470.5186,11580.3477,red
1598760000000,11474.5859,11580.4844,red
1598774400000,11480.1494,11580.6191,red
1598788800000,11492.0088,11581.2881,red
1598803200000,11499.3652,11581.8535,red
1598817600000,11514.8438,11583.5039,red
1598832000000,11523.6309,11584.5527,red
1598846400000,11533.0332,11585.4814,red
1598860800000,11547.1602,11587.1631,red
1598875200000,11569.4307,11590.7734,red
1598889600000,11575.9375,11591.9102,red
1598904000000,11584.9746,11593.4492,red
1598918400000,11591.7451,11594.6797,red
1598932800000,11631.5283,11603.5283,green
1598947200000,11657.5176,11610.0771,green
1598961600000,11699.5332,11621.6299,green
1598976000000,11721.2295,11628.1309,green
1598990400000,11743.0068,11635.4443,green
1599004800000,11754.4307,11640.3008,green
1599019200000,11758.3721,11643.8867,green
1599033600000,11673.3164,11627.9863,green
1599048000000,11632.8291,11617.3535,green
1599062400000,11614.2373,11612.0752,green
1599076800000,11606.2363,11609.7695,red
1599091200000,11595.458,11606.6514,red
1599105600000,11579.0215,11601.7598,red
1599120000000,11553.7148,11593.9268,red
1599134400000,11326.4053,11511.1465,red
1599148800000,11269.0088,11485.666,red
1599163200000,11120.293,11419.6084,red
1599177600000,11064.5469,11392.9893,red
1599192000000,11017.7344,11369.9727,red
1599206400000,10971.6582,11344.3535,red
1599220800000,10858.5176,11280.1826,red
1599235200000,10838.8887,11264.8203,red
1599249600000,10827.9082,11256.0879,red
1599264000000,10813.7852,11245.9062,red
1599278400000,10799.0898,11235.9043,red
1599292800000,10759.2402,11212.7666,red
1599307200000,10687.1875,11169.1865,red
1599321600000,10587.3643,11108.6045,red
1599336000000,10548.4443,11081.3125,red
1599350400000,10532.5088,11068.6152,red
1599364800000,10511.8291,11051.8604,red
1599379200000,10502.3662,11042.9443,red
1599393600000,10488.8818,11031.3486,red
1599408000000,10482.3076,11025.3467,red
1599422400000,10471.8213,11014.8721,red
1599436800000,10463.833,11007.5723,red
1599451200000,10446.0361,10994.5693,red
1599465600000,10419.9092,10976.9473,red
1599480000000,10378.1357,10946.7773,red
1599494400000,10369.8584,10938.3477,red
1599508800000,10364.7197,10926.749,red
1599523200000,10364.2061,10921.0615,red
1599537600000,10360.4619,10914.248,red
1599552000000,10325.6689,10886.46,red
1599566400000,10296.3623,10862.0361,red
1599580800000,10280.3135,10848.5371,red
1599595200000,10257.209,10825.9521,red
1599609600000,10250.2471,10818.8906,red
1599624000000,10245.3496,10811.6904,red
1599638400000,10243.8594,10804.9727,red
1599652800000,10243.3877,10797.709,red
1599667200000,10244.7305,10792.7666,red
1599681600000,10244.2627,10787.8809,red
1599696000000,10250.5059,10780.627,red
1599710400000,10253.9775,10774.8369,red
1599724800000,10255.3291,10769.9043,red
1599739200000,10270.0605,10761.4014,red
1599753600000,10273.5996,10755.2959,red
1599768000000,10275.1172,10752.3301,red
1599782400000,10274.7275,10746.2861,red
1599796800000,10273.7246,10742.1631,red
1599811200000,10274.3008,10736.7109,red
1599825600000,10275.8311,10731.7979,red
1599840000000,10277.6152,10728.0078,red
1599854400000,10281.0137,10725.3867,red
1599868800000,10283.9531,10722.6553,red
1599883200000,10285.7305,10720.5059,red
1599897600000,10287.2588,10718.5781,red
1599912000000,10290.8145,10713.3389,red
1599926400000,10300.2178,10709.9268,red
1599940800000,10306.3447,10707.8828,red
1599955200000,10319.0967,10705.6514,red
1599969600000,10330.4434,10704.3408,red
1599984000000,10338.9131,10696.8496,red
1599998400000,10334.5166,10689.5771,red
1600012800000,10329.9678,10683.6699,red
1600027200000,10329.1895,10681.2139,red
1600041600000,10328.6631,10677.0186,red
1600056000000,10331.0146,10674.1113,red
1600070400000,10342.0186,10668.29,red
1600084800000,10399.1621,10666.1416,red
1600099200000,10423.4766,10666.5205,red
1600113600000,10441.3359,10666.7939,red
1600128000000,10469.7598,10668.3799,red
1600142400000,10481.9414,10669.0703,red
1600156800000,10530.8682,10673.0654,red
1600171200000,10573.8252,10678.4424,red
1600185600000,10585.3467,10679.6904,red
1600200000000,10598.6445,10681.5059,red
1600214400000,10607.834,10682.4297,red
1600228800000,10629.7354,10686.2588,red
1600243200000,10653.8848,10690.9326,red
1600257600000,10693.583,10699.9873,red
1600272000000,10727.9434,10708.9229,green
1600286400000,10744.0889,10713.4883,green
1600300800000,10759.1162,10718.1123,green
1600315200000,10766.5205,10720.6602,green
1600329600000,10773.082,10723.2217,green
1600344000000,10778.165,10725.8936,green
1600358400000,10783.6279,10728.0742,green
1600372800000,10791.3086,10730.7236,green
1600387200000,10795.5244,10732.2412,green
1600401600000,10801.7578,10734.4092,green
1600416000000,10812.4395,10737.8936,green
1600430400000,10821.1826,10741.3555,green
1600444800000,10824.0293,10743.5098,green
1600459200000,10827.8633,10745.3115,green
1600473600000,10833.5439,10747.418,green
1600488000000,10836.9336,10748.8535,green
1600502400000,10858.9795,10755.7705,green
1600516800000,10883.1943,10763.7178,green
1600531200000,10892.168,10767.1211,green
1600545600000,10898.3389,10769.4668,green
1600560000000,10904.917,10773.3965,green
1600574400000,10906.9355,10774.9551,green
1600588800000,10908.6396,10776.415,green
1600603200000,10901.7744,10778.4424,green
1600617600000,10897.8203,10779.249,green
1600632000000,10897.2754,10780.5469,green
1600646400000,10899.46,10782.1797,green
1600660800000,10900.7246,10783.6602,green
1600675200000,10858.8887,10779.5566,green
1600689600000,10754.127,10756.2402,red
1600704000000,10729.6543,10749.4717,red
1600718400000,10712.3613,10744.4639,red
1600732800000,10695.6504,10739.5049,red
1600747200000,10679.6553,10734.6699,red
1600761600000,10666.5391,10730.5176,red
1600776000000,10653.1641,10726.0293,red
1600790400000,10647.2217,10723.957,red
1600804800000,10638.3691,10720.5078,red
1600819200000,10633.1406,10718.5605,red
1600833600000,10618.8076,10713.7178,red
1600848000000,10610.8447,10710.7852,red
1600862400000,10600.8467,10706.748,red
1600876800000,10572.5908,10697.1865,red
1600891200000,10524.4707,10680.6191,red
1600905600000,10511.9629,10675.6006,red
1600920000000,10504.7881,10672.4326,red
1600934400000,10495.3955,10667.3252,red
1600948800000,10493.0664,10661.3857,red
1600963200000,10516.5977,10660.4971,red
1600977600000,10532.5498,10661.7441,red
1600992000000,10538.4805,10662.0625,red
1601006400000,10544.8652,10662.1172,red
1601020800000,10552.0342,10661.2754,red
1601035200000,10559.6201,10660.3799,red
1601049600000,10569.5078,10661.0732,red
1601064000000,10576.0068,10661.543,red
1601078400000,10581.71,10662.0127,red
1601092800000,10595.0303,10663.7295,red
1601107200000,10598.7451,10664.0684,red
1601121600000,10603.998,10664.584,red
1601136000000,10609.7959,10665.2881,red
1601150400000,10613.1104,10665.6865,red
1601164800000,10621.4688,10666.9121,red
1601179200000,10627.6709,10667.4541,red
1601193600000,10628.1123,10667.0439,red
1601208000000,10634.0039,10667.6787,red
1601222400000,10638.6455,10668.3555,red
1601236800000,10642.6797,10668.9873,red
1601251200000,10674.5166,10675.2852,red
1601265600000,10685.5615,10677.7051,green
1601280000000,10701.9668,10681.5156,green
1601294400000,10723.0791,10686.8916,green
1601308800000,10730.9141,10689.0908,green
1601323200000,10731.6641,10690.4482,green
