ts_ms,research_source_1_ang_mtm_3
1742558400000,-1.98618698
1742572800000,0.201938629
1742587200000,0.28992334
1742601600000,1.80119073
1742616000000,0.852162659
1742630400000,0.372946411
1742644800000,-0.44178009
1742659200000,-0.247699738
1742673600000,-1.27658975
1742688000000,0.514069855
1742702400000,0.424990326
1742716800000,2.96219754
1742731200000,3.05137253
1742745600000,2.14445758
1742760000000,3.48518252
1742774400000,2.9513588
1742788800000,4.34608221
1742803200000,2.90726733
1742817600000,2.85140991
1742832000000,1.73274231
1742846400000,-2.60792804
1742860800000,-6.84457636
1742875200000,-6.60714722
1742889600000,-1.55719888
1742904000000,2.53462219
1742918400000,3.3674469
1742932800000,-0.922412872
1742947200000,-2.45330691
1742961600000,-1.09897363
1742976000000,0.65007019
1742990400000,-2.01373291
1743004800000,-4.4259553
1743019200000,-3.05243421
1743033600000,2.09233475
1743048000000,1.75911462
1743062400000,-0.282974243
1743076800000,-1.94866431
1743091200000,-0.934617341
1743105600000,0.687876403
1743120000000,-0.670398712
1743134400000,-4.71709967
1743148800000,-4.97977829
1743163200000,-5.8016181
1743177600000,-2.38383675
1743192000000,-0.54889679
1743206400000,1.15884268
1743220800000,0.791995347
1743235200000,-3.29889607
1743249600000,-2.399297
1743264000000,-0.476788849
1743278400000,1.42497826
1743292800000,2.50250888
1743307200000,1.28875482
1743321600000,1.59505081
1743336000000,-0.702966034
1743350400000,-1.02686059
1743364800000,-1.45552826
1743379200000,-2.25726128
1743393600000,-0.167040512
1743408000000,1.24159753
1743422400000,6.77201509
1743436800000,2.84596252
1743451200000,2.03336334
1743465600000,-0.660945892
1743480000000,2.90182233
1743494400000,3.80294538
1743508800000,5.36687231
1743523200000,3.10389447
1743537600000,2.30134201
1743552000000,-2.24266934
1743566400000,-1.70500183
1743580800000,-1.75588989
1743595200000,4.04069901
1743609600000,4.62309122
1743624000000,-4.38109446
1743638400000,-6.83893728
1743652800000,-7.07539606
1743667200000,1.04336929
1743681600000,-2.06824756
1743696000000,-2.12007904
1743710400000,0.724491119
1743724800000,1.62445199
1743739200000,3.77003598
1743753600000,-0.575202942
1743768000000,0.301264435
1743782400000,0.114940643
1743796800000,1.95378745
1743811200000,1.23641717
1743825600000,-0.856213868
1743840000000,-0.739888489
1743854400000,-1.86191428
1743868800000,-1.13525009
1743883200000,0.364919037
1743897600000,1.52094901
1743912000000,0.350185394
1743926400000,-1.43310928
1743940800000,-1.62273538
1743955200000,-5.45644712
1743969600000,-6.2964139
1743984000000,-6.31490946
1743998400000,-3.6468823
1744012800000,0.906701386
1744027200000,4.58651209
1744041600000,6.02738523
1744056000000,4.36771345
1744070400000,2.39030957
1744084800000,2.27008438
1744099200000,1.35683572
1744113600000,-1.58580399
1744128000000,-2.79272199
1744142400000,-4.05232096
1744156800000,-3.29668999
1744171200000,2.42386889
1744185600000,1.55668771
1744200000000,3.99204183
1744214400000,4.93123388
1744228800000,6.52071381
1744243200000,4.24632645
1744257600000,-0.910138428
1744272000000,-0.880535126
1744286400000,-3.24937177
1744300800000,-2.14204288
1744315200000,-2.43932462
1744329600000,2.16561627
1744344000000,1.67815399
1744358400000,2.59198761
1744372800000,1.66413367
1744387200000,2.52208066
1744401600000,1.00226974
1744416000000,-0.00702794408
1744430400000,-0.507734954
1744444800000,-0.162985489
1744459200000,1.99167502
1744473600000,1.09746039
1744488000000,1.75684988
1744502400000,0.387917846
1744516800000,-1.4008497
1744531200000,-1.62962973
1744545600000,-3.06409717
1744560000000,-0.943803132
1744574400000,-1.54644907
1744588800000,1.00601327
1744603200000,0.827023804
1744617600000,1.85483301
1744632000000,-1.28278482
1744646400000,0.00646845484
1744660800000,-1.26595819
1744675200000,1.90720499
1744689600000,1.13170755
1744704000000,1.44386423
1744718400000,-1.5046196
1744732800000,-4.07544851
1744747200000,-4.35757971
1744761600000,-2.62278748
1744776000000,-1.31003439
1744790400000,0.976103485
1744804800000,2.54187131
1744819200000,2.03748584
1744833600000,-0.22318013
1744848000000,-1.9720726
1744862400000,0.786061585
1744876800000,1.12124252
1744891200000,1.14743292
1744905600000,0.377237946
1744920000000,0.973275483
1744934400000,0.661701202
1744948800000,-0.746568024
1744963200000,-0.961184204
1744977600000,-1.68592703
1744992000000,-0.409034729
1745006400000,-0.821245849
1745020800000,1.73643243
1745035200000,2.17222333
1745049600000,2.58320618
1745064000000,0.865283966
