ts_ms,bb_middle,bb_upper_band,bb_lower_band
1603036800000,11372.0361,11468.4082,11275.6631
1603051200000,11384.8213,11502.0576,11267.585
1603065600000,11392.25,11505.3486,11279.1514
1603080000000,11402.6787,11514.8652,11290.4922
1603094400000,11411.4639,11528.3838,11294.5449
1603108800000,11444.4287,11675.5977,11213.2588
1603123200000,11469.7139,11727.3398,11212.0889
1603137600000,11499.5713,11783.1729,11215.9707
1603152000000,11528.75,11823.6846,11233.8154
1603166400000,11556.0361,11853.4053,11258.666
1603180800000,11584.7139,11883.1904,11286.2373
1603195200000,11618.6787,11956.667,11280.6895
1603209600000,11654.5,12009.1055,11299.8945
1603224000000,11688,12049.251,11326.749
1603238400000,11742.3574,12162.499,11322.2148
1603252800000,11792.3574,12255.1494,11329.5645
1603267200000,11857.9287,12352.6904,11363.167
1603281600000,11949.1787,12576.1738,11322.1836
1603296000000,12036.3574,12717.459,11355.2559
1603310400000,12108.1787,12883.9268,11332.4297
1603324800000,12182.7861,12986.7832,11378.7881
1603339200000,12255.4639,13074.5518,11436.377
1603353600000,12343.3213,13188.6357,11498.0068
1603368000000,12429.5361,13257.1514,11601.9199
1603382400000,12523.9287,13332.165,11715.6924
1603396800000,12600.5713,13372.4287,11828.7139
1603411200000,12675.75,13372.0645,11979.4355
1603425600000,12745.4287,13309.3379,12181.5195
1603440000000,12801.0713,13287.7607,12314.3828
1603454400000,12853.1426,13216.8213,12489.4639
1603468800000,12894.7861,13123.5205,12666.0508
1603483200000,12908.5361,13122.3809,12694.6904
1603497600000,12928.3213,13112.1426,12744.5
1603512000000,12937.3926,13110.1514,12764.6338
1603526400000,12956.5,13094.4824,12818.5176
1603540800000,12981.9287,13103.2695,12860.5879
1603555200000,12993,13136.585,12849.415
1603569600000,13005.75,13161.8848,12849.6152
1603584000000,13021.5,13241.9219,12801.0781
1603598400000,13024.1426,13244.5967,12803.6885
1603612800000,13023.4287,13244.5137,12802.3428
1603627200000,13027.7139,13241.1807,12814.248
1603641600000,13033.0713,13245.29,12820.8525
1603656000000,13040.3213,13246.2363,12834.4072
1603670400000,13052.8213,13250.416,12855.2266
1603684800000,13060.25,13247.5723,12872.9277
1603699200000,13072.4639,13259.9541,12884.9746
1603713600000,13075.9287,13255.2627,12896.5947
1603728000000,13076,13255.2295,12896.7705
1603742400000,13071.9287,13249.0068,12894.8506
1603756800000,13069,13243.376,12894.624
1603771200000,13070.9287,13248.332,12893.5244
1603785600000,13081.0361,13318.9434,12843.1279
1603800000000,13122.0713,13484.4932,12759.6494
1603814400000,13171.7139,13617.9258,12725.5029
1603828800000,13221.0713,13712.7949,12729.3486
1603843200000,13273.6426,13835.668,12711.6172
1603857600000,13318.7139,13900.0771,12737.3516
1603872000000,13335.0713,13903.7021,12766.4404
1603886400000,13348.25,13897.3164,12799.1836
1603900800000,13349.5361,13896.8447,12802.2275
1603915200000,13369.6787,13882.3076,12857.0488
1603929600000,13389,13865.1934,12912.8066
1603944000000,13394.2139,13857.707,12930.7217
1603958400000,13392.4639,13860.6914,12924.2373
1603972800000,13413.75,13863.1211,12964.3789
1603987200000,13417.4287,13869.0098,12965.8477
1604001600000,13406.9287,13846.1738,12967.6836
1604016000000,13391.5713,13808.0977,12975.0449
1604030400000,13361.1426,13759.5547,12962.7314
1604044800000,13330.6426,13650.1699,13011.1152
1604059200000,13322.5713,13611.3252,13033.8174
1604073600000,13338.2861,13649.8799,13026.6914
1604088000000,13362.6074,13688.3369,13036.877
1604102400000,13386.3574,13700.8906,13071.8242
1604116800000,13409.25,13733.7979,13084.7021
1604131200000,13457.3213,13877.2822,13037.3604
1604145600000,13509.1787,13939.748,13078.6094
1604160000000,13561.25,13937.7725,13184.7275
1604174400000,13586.7861,13978.0049,13195.5664
1604188800000,13601.0361,13994.4111,13207.6602
1604203200000,13625.5713,14025.8584,13225.2842
1604217600000,13644.5713,14034.8467,13254.2959
1604232000000,13687.25,14008.8643,13365.6357
1604246400000,13718.1074,13988.8008,13447.4141
1604260800000,13732.7139,13989.4131,13476.0156
1604275200000,13744.25,13980.6943,13507.8057
1604289600000,13756.9639,13972.0986,13541.8301
1604304000000,13750.8574,13997.0898,13504.625
1604318400000,13743.8926,14012.123,13475.6631
1604332800000,13715.8574,13971.9492,13459.7646
1604347200000,13694.3213,13946.29,13442.3525
1604361600000,13666.4287,13951.874,13380.9834
1604376000000,13640.8926,13934.9434,13346.8418
1604390400000,13628.7139,13924.6729,13332.7559
1604404800000,13621.9639,13904.8232,13339.1055
1604419200000,13622.6074,13906.3574,13338.8564
1604433600000,13638.5713,13983.7793,13293.3633
1604448000000,13647.1787,14013.0957,13281.2617
1604462400000,13636.1426,13996.5186,13275.7676
1604476800000,13637.5713,13999.2783,13275.8643
1604491200000,13649.8574,14036.1729,13263.542
1604505600000,13700.0713,14132.5234,13267.6191
1604520000000,13747.3926,14222.8027,13271.9834
1604534400000,13801.8574,14349.1113,13254.6035
1604548800000,13868.3213,14503.9736,13232.6689
1604563200000,13963.0713,14683.7041,13242.4395
1604577600000,14081.6426,14955.8154,13207.4707
1604592000000,14196.25,15170.2852,13222.2148
1604606400000,14331.3574,15506.7588,13155.9551
1604620800000,14456.4639,15716.8555,13196.0732
1604635200000,14579.0713,15981.458,13176.6846
1604649600000,14699.75,16143.6338,13255.8662
1604664000000,14829.75,16182.6211,13476.8789
1604678400000,14953.3213,16193.5234,13713.1191
1604692800000,15074.1426,16212.3467,13935.9385
1604707200000,15178.6787,16211.2637,14146.0938
1604721600000,15272.7139,16143.4678,14401.9609
1604736000000,15359.7139,16061.0293,14658.3994
1604750400000,15421.2861,15935.1221,14907.4492
1604764800000,15417.2139,15953.2861,14881.1416
1604779200000,15398.0361,15992.6436,14803.4277
1604793600000,15387.5,16004.6455,14770.3545
1604808000000,15340.4287,15982.5342,14698.3232
1604822400000,15320.75,15961.8545,14679.6455
1604836800000,15292.9287,15887.2061,14698.6514
1604851200000,15276.4639,15847.3926,14705.5352
1604865600000,15282.1074,15860.5068,14703.707
1604880000000,15282.7861,15862.0449,14703.5264
1604894400000,15262.5361,15813.9873,14711.084
1604908800000,15280.1074,15884.543,14675.6709
1604923200000,15246.4639,15856.2832,14636.6455
1604937600000,15234.3926,15826.7344,14642.0518
1604952000000,15232.5,15823.4043,14641.5957
1604966400000,15281.1787,15786.0459,14776.3115
1604980800000,15313.75,15756.04,14871.46
1604995200000,15335.0361,15741.1172,14928.9541
1605009600000,15351.5361,15709.8184,14993.2529
1605024000000,15360.6787,15709.5371,15011.8193
1605038400000,15356.8213,15706.2881,15007.3545
1605052800000,15360.3926,15711.5879,15009.1973
1605067200000,15354.0361,15697.375,15010.6963
1605081600000,15363.5713,15726.1934,15000.9492
1605096000000,15390.2139,15790.4453,14989.9824
1605110400000,15390.7139,15793.1533,14988.2754
1605124800000,15441.5713,15814.2803,15068.8623
1605139200000,15462.3926,15849.8418,15074.9434
1605153600000,15502.6787,15941.5938,15063.7627
1605168000000,15532.9639,15985.3838,15080.5449
1605182400000,15595,16131.835,15058.165
1605196800000,15652,16217.1797,15086.8203
1605211200000,15732.9639,16329.5156,15136.4131
1605225600000,15814.1787,16474.7773,15153.5791
1605240000000,15883.3213,16524.0488,15242.5938
1605254400000,15941.4639,16552.6953,15330.2334
1605268800000,15991.3213,16534.3418,15448.3008
1605283200000,16041.8926,16562.625,15521.1611
1605297600000,16088.6787,16594.9102,15582.4473
1605312000000,16115.2139,16604.5586,15625.8701
1605326400000,16143.1426,16579.8477,15706.4385
1605340800000,16162.2861,16531.8008,15792.7705
1605355200000,16166.7139,16524.6875,15808.7412
1605369600000,16175.2861,16499.9609,15850.6113
1605384000000,16169.5361,16497.4648,15841.6074
1605398400000,16158.0713,16506.7461,15809.3965
1605412800000,16138.0713,16480.3945,15795.748
1605427200000,16102.4639,16401.9668,15802.9619
1605441600000,16085,16367.7002,15802.2998
1605456000000,16058.6426,16347.3662,15769.9199
1605470400000,16048.25,16338.1504,15758.3496
1605484800000,16028.1074,16278.3857,15777.8291
1605499200000,16022.3926,16244.8447,15799.9404
1605513600000,16026.2139,16262.7178,15789.7109
1605528000000,16051.1074,16373.8213,15728.3936
1605542400000,16112.3926,16603.8672,15620.9189
1605556800000,16166.7139,16739.5254,15593.9043
1605571200000,16216.2861,16807.8281,15624.7422
1605585600000,16265.25,16916.0645,15614.4365
1605600000000,16342.75,17069.6191,15615.8809
1605614400000,16435.3223,17299.2715,15571.3711
1605628800000,16559.1777,17598.6875,15519.6709
1605643200000,16676.25,17820.1172,15532.3828
1605657600000,16834,18093.4551,15574.5439
1605672000000,16986.0352,18305.2676,15666.8047
1605686400000,17146.3223,18506.623,15786.0205
1605700800000,17261.8574,18579.9395,15943.7744
1605715200000,17362.6777,18570.7617,16154.5957
1605729600000,17458.3926,18572.3164,16344.4697
1605744000000,17539.6074,18612.0762,16467.1387
1605758400000,17607.5352,18579.2305,16635.8398
1605772800000,17692.1777,18485.9629,16898.3926
1605787200000,17786.0352,18416.0137,17156.0566
1605801600000,17855.5723,18324.2578,17386.8848
1605816000000,17891.5352,18260.5098,17522.5625
1605830400000,17911.2148,18266.6875,17555.7402
1605844800000,17951.75,18321.8691,17581.6309
1605859200000,17968.0352,18377.209,17558.8613
1605873600000,18009.6426,18558.916,17460.3691
1605888000000,18036.6777,18666.668,17406.6895
1605902400000,18093.6074,18799.8906,17387.3223
1605916800000,18165.6426,18891.2949,17439.9902
1605931200000,18230.2852,18973.3789,17487.1914
1605945600000,18275.4277,19016.3672,17534.4902
1605960000000,18358.25,19068.5586,17647.9414
1605974400000,18425.5,19079.5684,17771.4316
1605988800000,18471.3223,19113.4668,17829.1758
1606003200000,18514.0352,19099.1934,17928.8789
1606017600000,18563.75,19011.9297,18115.5703
1606032000000,18559.6074,19029.9316,18089.2832
1606046400000,18565.5,19021.9219,18109.0781
1606060800000,18588.0352,19021.873,18154.1973
1606075200000,18572.3223,19007.127,18137.5176
1606089600000,18555.2148,18994.873,18115.5547
1606104000000,18540.4648,18975.209,18105.7188
1606118400000,18536.2852,18966.6113,18105.9609
1606132800000,18508.4277,18943.2246,18073.6309
1606147200000,18502.1777,18936.3457,18068.0117
1606161600000,18471,18867.7461,18074.2539
1606176000000,18447.3926,18820.7031,18074.082
1606190400000,18423.3926,18763.4355,18083.3516
1606204800000,18460.0352,18943.1602,17976.9121
1606219200000,18520.3574,19196.2754,17844.4395
1606233600000,18611.8574,19284.1875,17939.5254
1606248000000,18672.7148,19385.1992,17960.2285
1606262400000,18688.0352,19404.7988,17971.2734
1606276800000,18726.6426,19449.0723,18004.2129
1606291200000,18792.4648,19555.3789,18029.5508
1606305600000,18839.7852,19601.7383,18077.834
1606320000000,18868.3574,19625.7109,18111.0039
1606334400000,18898.4648,19595.7695,18201.1602
1606348800000,18860.25,19692.3535,18028.1465
1606363200000,18806.3926,19828.4219,17784.3633
1606377600000,18715.1777,20049.8691,17380.4883
1606392000000,18609.3223,20233.707,16984.9355
1606406400000,18426.9648,20337.9883,16515.9395
1606420800000,18269.25,20205.3984,16333.1016
1606435200000,18118.5352,20069.8477,16167.2227
1606449600000,17969.5723,19891.4395,16047.7031
1606464000000,17823.2148,19770.3203,15876.1084
1606478400000,17645.1074,19583.7461,15706.4678
1606492800000,17465.1074,19200.1562,15730.0576
1606507200000,17322.5352,18789.8633,15855.207
1606521600000,17178.6777,18306.3398,16051.0176
1606536000000,17056.2148,17784.3398,16328.0879
1606550400000,17001.5723,17549.4609,16453.6816
1606564800000,16993.6777,17506.6836,16480.6738
1606579200000,17045.1426,17715.8301,16374.4561
1606593600000,17103.7148,17854.9922,16352.4355
1606608000000,17199.7148,17984.6309,16414.7969
1606622400000,17247.9277,18099.1328,16396.7246
1606636800000,17320.3223,18271.9531,16368.6895
1606651200000,17393.8574,18421.1914,16366.5225
1606665600000,17484.25,18505.2988,16463.2012
1606680000000,17604.9648,18532.2832,16677.6465
1606694400000,17733.2148,18684.1094,16782.3184
1606708800000,17840.0723,18838.6992,16841.4434
1606723200000,17955.6777,18916.9688,16994.3887
1606737600000,18122.0352,19177.459,17066.6133
1606752000000,18272.6777,19344.8926,17200.4648
1606766400000,18430.25,19656.0742,17204.4258
1606780800000,18546.1074,19829.4902,17262.7246
1606795200000,18675.5723,19968.7656,17382.377
1606809600000,18787.75,20061.5742,17513.9258
1606824000000,18890.8574,20072.2734,17709.4395
1606838400000,18960.5352,20060.2246,17860.8477
1606852800000,19006.7148,20012.7402,18000.6895
1606867200000,19047.0723,19935.4336,18158.709
1606881600000,19114.8926,19869.248,18360.5391
1606896000000,19152.8926,19853.3574,18452.4277
1606910400000,19171.4277,19829.4414,18513.416
1606924800000,19206.5,19793.416,18619.584
1606939200000,19198.0352,19780.0586,18616.0137
1606953600000,19186.0352,19767.6074,18604.4648
1606968000000,19150.1426,19647.8672,18652.418
1606982400000,19149.0352,19644.1035,18653.9668
1606996800000,19151.3574,19654.0117,18648.7031
1607011200000,19150.4648,19650.9512,18649.9766
1607025600000,19162.1777,19682.1074,18642.25
1607040000000,19170.0352,19688.0195,18652.0527
1607054400000,19209.4277,19682.5859,18736.2715
1607068800000,19224.4277,19630.293,18818.5645
1607083200000,19211.2852,19637.3535,18785.2168
1607097600000,19205.0352,19637.5039,18772.5664
1607112000000,19187.7852,19681.9355,18693.6367
1607126400000,19166.5,19695.1367,18637.8633
1607140800000,19144.5,19686.6152,18602.3848
1607155200000,19138.0723,19683.6289,18592.5137
1607169600000,19129.9648,19673.0645,18586.8633
1607184000000,19107.5,19622.8359,18592.1641
1607198400000,19077.9277,19525.9062,18629.9512
1607212800000,19060.1426,19465.5254,18654.7617
1607227200000,19045.4277,19405.5703,18685.2871
1607241600000,19038.9648,19391.7383,18686.1895
1607256000000,19025.3926,19346.3691,18704.416
1607270400000,19049,19357.084,18740.916
1607284800000,19080.0352,19432.7324,18727.3398
1607299200000,19097.2852,19466.5332,18728.0371
1607313600000,19150,19461.5527,18838.4473
1607328000000,19171.4277,19425.4805,18917.377
1607342400000,19193.5352,19406.6094,18980.4609
1607356800000,19189.3574,19417.375,18961.3379
1607371200000,19194.8223,19419.4277,18970.2168
1607385600000,19198.9648,19420.3828,18977.5469
1607400000000,19199.8574,19420.7402,18978.9746
1607414400000,19169,19482.4746,18855.5254
1607428800000,19138.25,19497.3965,18779.1035
1607443200000,19116,19518.25,18713.75
1607457600000,19057.1777,19634.2539,18480.1016
1607472000000,18994.8223,19690.6445,18298.998
1607486400000,18888.5352,19740.9766,18036.0957
1607500800000,18813.5,19693.748,17933.252
1607515200000,18738.2148,19584.7539,17891.6738
1607529600000,18675.6074,19529.2656,17821.9492
1607544000000,18626.5,19424.4512,17828.5488
1607558400000,18586.5352,19368.5547,17804.5156
1607572800000,18525.1074,19238.3809,17811.834
1607587200000,18454.1074,19084.3516,17823.8633
1607601600000,18380.0352,18886.7988,17873.2715
1607616000000,18353.6074,18813.0664,17894.1465
1607630400000,18313.0723,18697.0117,17929.1309
1607644800000,18254.9277,18575.4844,17934.3711
1607659200000,18218,18614.3652,17821.6348
1607673600000,18171.5723,18665.2852,17677.8574
1607688000000,18185.25,18659.7324,17710.7676
1607702400000,18165.2148,18651.373,17679.0547
1607716800000,18142.2852,18622.5137,17662.0586
1607731200000,18144.6074,18627.0977,17662.1172
1607745600000,18133.4648,18584.9883,17681.9414
1607760000000,18140.7148,18612.291,17669.1367
1607774400000,18145.2852,18625.4688,17665.1016
1607788800000,18188.6074,18774.541,17602.6738
1607803200000,18236.2852,18900.5664,17572.0039
1607817600000,18264,18983.0723,17544.9277
1607832000000,18336.1074,19217.6133,17454.6016
1607846400000,18433,19424.8574,17441.1426
1607860800000,18535.2148,19537.4844,17532.9453
1607875200000,18646.5723,19567.8418,17725.3008
1607889600000,18723.25,19629.6992,17816.8008
1607904000000,18816.3574,19657.5742,17975.1406
1607918400000,18897.2852,19629.0957,18165.4746
1607932800000,18956.8223,19608.3027,18305.3398
1607947200000,19015.2148,19593.8711,18436.5566
1607961600000,19062.8574,19571.9473,18553.7656
1607976000000,19125.1074,19485.7676,18764.4473
1607990400000,19175.3574,19534.3516,18816.3633
1608004800000,19202.4648,19496.2988,18908.6309
1608019200000,19240,19425.8613,19054.1387
1608033600000,19251.4277,19458.1973,19044.6602
1608048000000,19267.2852,19523.6699,19010.9023
1608062400000,19282.3574,19551.5156,19013.1992
