ts_ms,bb_middle,bb_upper_band,bb_lower_band
1680667200000,28104.0352,28571.0215,27637.0508
1680681600000,28161.5352,28639.5762,27683.4941
1680696000000,28166,28637.3633,27694.6367
1680710400000,28165.6777,28636.832,27694.5254
1680724800000,28175,28640.4941,27709.5059
1680739200000,28179.3574,28642.0469,27716.668
1680753600000,28187,28627.2285,27746.7715
1680768000000,28193.7148,28615.5078,27771.9199
1680782400000,28198.8926,28613.6523,27784.1348
1680796800000,28179.5,28601.9395,27757.0605
1680811200000,28181,28601.2422,27760.7578
1680825600000,28170,28596.2207,27743.7793
1680840000000,28146.25,28605.7988,27686.7012
1680854400000,28095.2852,28522.6641,27667.9062
1680868800000,28053.7148,28414.416,27693.0117
1680883200000,28006.3574,28242.3105,27770.4023
1680897600000,27998.3223,28239.8086,27756.834
1680912000000,27983.3223,28185.6934,27780.9492
1680926400000,27977.6074,28162.998,27792.2168
1680940800000,27969.2148,28135.3438,27803.084
1680955200000,27977.7148,28142,27813.4297
1680969600000,27976.1426,28142.1953,27810.0898
1680984000000,27965.6074,28119.5762,27811.6367
1680998400000,27967.7148,28124.9395,27810.4902
1681012800000,27958.2148,28113.7285,27802.6992
1681027200000,27950.5723,28099.4355,27801.707
1681041600000,27955.1777,28093.2363,27817.1211
1681056000000,27977.5352,28130.4355,27824.6367
1681070400000,28004.5,28235.6113,27773.3887
1681084800000,28032.0352,28294.1777,27769.8945
1681099200000,28059.2148,28341.1875,27777.2422
1681113600000,28079.4277,28389.4492,27769.4082
1681128000000,28105.1777,28467.9961,27742.3613
1681142400000,28189.1074,28850.7051,27527.5078
1681156800000,28305.8574,29301.9961,27309.7188
1681171200000,28463.8223,29806.0547,27121.5898
1681185600000,28620.1074,30175.9102,27064.3047
1681200000000,28765.75,30453.7598,27077.7402
1681214400000,28931.1426,30700.5918,27161.6934
1681228800000,29089.1777,30869.3438,27309.0117
1681243200000,29255.25,30994.375,27516.125
1681257600000,29384.0723,31040.9844,27727.1582
1681272000000,29505.3223,31079.082,27931.5605
1681286400000,29630.6074,31067.7305,28193.4844
1681300800000,29751.3574,30985.918,28516.7969
1681315200000,29857.8926,30800.6895,28915.0957
1681329600000,29962.25,30487.2305,29437.2695
1681344000000,30027.1426,30333.625,29720.6602
1681358400000,30057.25,30285.8906,29828.6094
1681372800000,30061.4277,30297.3301,29825.5273
1681387200000,30085.3926,30399.7969,29770.9883
1681401600000,30105.1777,30449.3184,29761.0391
1681416000000,30117.7852,30489.5078,29746.0645
1681430400000,30159.6777,30648.6172,29670.7402
1681444800000,30198.9277,30782.0195,29615.8379
1681459200000,30262,30911.2305,29612.7695
1681473600000,30279.3574,30914.2422,29644.4727
1681488000000,30300.6777,30921.123,29680.2344
1681502400000,30335.5723,30933.5938,29737.5488
1681516800000,30377.5352,30898.1914,29856.8809
1681531200000,30417.2852,30868.1699,29966.4004
1681545600000,30440.4277,30855.4219,30025.4355
1681560000000,30459.3926,30828.498,30090.2871
1681574400000,30472.9277,30814.3086,30131.5488
1681588800000,30462.5723,30812.7871,30112.3555
1681603200000,30456.8574,30816.2344,30097.4785
1681617600000,30456.0723,30816.0312,30096.1133
1681632000000,30422.0723,30760.2402,30083.9023
1681646400000,30392.1074,30668.377,30115.8379
1681660800000,30355.75,30484.8945,30226.6055
1681675200000,30359.6074,30479.9473,30239.2676
1681689600000,30333.6777,30568.1133,30099.2441
1681704000000,30290,30619.3223,29960.6777
1681718400000,30231.5723,30719.4902,29743.6523
1681732800000,30153.9648,30792.6191,29515.3086
1681747200000,30085.9648,30794.4648,29377.4629
1681761600000,30020.5723,30787.75,29253.3926
1681776000000,29954.2852,30746.0996,29162.4707
1681790400000,29915.0723,30684.3145,29145.8301
1681804800000,29923.3574,30710.3301,29136.3828
1681819200000,29909.6426,30670.2441,29149.043
1681833600000,29907.8223,30665.2012,29150.4414
1681848000000,29910.0352,30672.8066,29147.2656
1681862400000,29902.0723,30649.541,29154.6016
1681876800000,29885.6426,30605.832,29165.4551
1681891200000,29838.8574,30614.0469,29063.666
1681905600000,29796.8574,30626.252,28967.4629
1681920000000,29772.1777,30645.9434,28898.4141
1681934400000,29731.1426,30721.6426,28740.6426
1681948800000,29688.1777,30768.2207,28608.1348
1681963200000,29648.5723,30801.7715,28495.3711
1681977600000,29588.6777,30857.957,28319.4004
1681992000000,29498.75,30876.9199,28120.5801
1682006400000,29334.8926,30791.8145,27877.9707
1682020800000,29196,30670.0566,27721.9434
1682035200000,29060.2148,30476.8145,27643.6133
1682049600000,28901.2148,30179.375,27623.0527
1682064000000,28747.5723,29865.0879,27630.0547
1682078400000,28602.25,29493.252,27711.248
1682092800000,28456.2148,29490.7012,27421.7285
1682107200000,28312.2148,29415.2617,27209.168
1682121600000,28176.1777,29263.0488,27089.3086
1682136000000,28066.8574,29187.5078,26946.207
1682150400000,27954.1777,29046.2168,26862.1406
1682164800000,27853.9648,28841.9648,26865.9648
1682179200000,27782.3926,28681.3906,26883.3965
1682193600000,27730.8223,28533.8535,26927.7891
1682208000000,27692.1426,28472.2559,26912.0293
1682222400000,27654.2148,28371.6543,26936.7754
1682236800000,27605.0352,28216.9277,26993.1426
1682251200000,27555.75,28086.3301,27025.1699
1682265600000,27512.6426,27963.8184,27061.4668
1682280000000,27478.6426,27821.8379,27135.4492
1682294400000,27514.6426,27868.5195,27160.7656
1682308800000,27528.5723,27853.7129,27203.4297
1682323200000,27543.8574,27848.6719,27239.041
1682337600000,27542.8574,27851.3164,27234.3984
1682352000000,27548.6074,27840.7148,27256.5
1682366400000,27550.2148,27840.873,27259.5547
1682380800000,27531,27838.2676,27223.7324
1682395200000,27493.2852,27792.9199,27193.6523
1682409600000,27480.3574,27783.3066,27177.4062
1682424000000,27452.8926,27733.9766,27171.8086
1682438400000,27449.8223,27723.4121,27176.2305
1682452800000,27507.5352,28015.3145,26999.7578
1682467200000,27567.3574,28215.7852,26918.9297
1682481600000,27624.5,28394.457,26854.543
1682496000000,27707.75,28733.9688,26681.5312
1682510400000,27877.3223,29357.375,26397.2676
1682524800000,27901.1426,29369.3047,26432.9805
1682539200000,27984.1074,29428.3691,26539.8457
1682553600000,28091.25,29560.4668,26622.0332
1682568000000,28191.1074,29674.6133,26707.5996
1682582400000,28305.1777,29755.043,26855.3145
1682596800000,28439.3574,29825.0488,27053.666
1682611200000,28602.9648,29989.1699,27216.7598
1682625600000,28755.8926,30014.2148,27497.5703
1682640000000,28886.2148,30008.8809,27763.5469
1682654400000,28971.8574,30078.9961,27864.7168
1682668800000,29039.4648,30087.2676,27991.6602
1682683200000,29095.4277,30076.4336,28114.4238
1682697600000,29123.3574,30107.332,28139.3828
1682712000000,29087.7148,30002.1504,28173.2773
1682726400000,29193.1074,29816.623,28569.5918
1682740800000,29260.25,29715.3555,28805.1445
1682755200000,29293.0723,29694.7246,28891.418
1682769600000,29320.75,29656.2734,28985.2266
1682784000000,29342.75,29608.209,29077.291
1682798400000,29349.2148,29598.7324,29099.6953
1682812800000,29314.3223,29505.9531,29122.6895
1682827200000,29300.5,29470.957,29130.043
1682841600000,29285.0723,29447.0977,29123.0469
1682856000000,29298.6074,29536.6641,29060.5508
1682870400000,29307.0352,29544.9043,29069.166
1682884800000,29312.7852,29539.4492,29086.123
1682899200000,29257.5723,29706.8594,28808.2852
1682913600000,29208.5352,29758.8047,28658.2676
1682928000000,29149.3926,29796.6445,28502.1406
1682942400000,29064.8926,29870.418,28259.3672
1682956800000,28958.3223,29964.1699,27952.4727
1682971200000,28871.7148,29957.3242,27786.1035
1682985600000,28785.6426,29928.3223,27642.9648
1683000000000,28701.6074,29873.1543,27530.0605
1683014400000,28623.6426,29802.9844,27444.3027
1683028800000,28570.5352,29692.4297,27448.6426
1683043200000,28533.4648,29601.7363,27465.1934
1683057600000,28461.8574,29332.6016,27591.1113
1683072000000,28402.3574,29119.668,27685.0449
1683086400000,28360.3223,28931.0586,27789.584
1683100800000,28359.1426,28928.3086,27789.9766
1683115200000,28336.5352,28885.25,27787.8203
1683129600000,28322.7852,28862.0371,27783.5332
1683144000000,28384.25,29028.3145,27740.1855
1683158400000,28473.9277,29139.1777,27808.6797
1683172800000,28544.5,29231.7812,27857.2188
1683187200000,28624,29317.6152,27930.3848
1683201600000,28682.7148,29310.0645,28055.3652
1683216000000,28740.8926,29281.7656,28200.0195
1683230400000,28761.9277,29292.1719,28231.6855
1683244800000,28798,29370.3887,28225.6113
1683259200000,28826.0352,29407.9902,28244.082
1683273600000,28870.5,29449.5371,28291.4629
1683288000000,28922.7852,29542.9336,28302.6387
1683302400000,28997.25,29664.918,28329.582
1683316800000,29083.2148,29684.5039,28481.9258
1683331200000,29158.7852,29607.4922,28710.0801
1683345600000,29184,29641.8535,28726.1465
1683360000000,29198.5,29657.0801,28739.9199
1683374400000,29166.6777,29713.6953,28619.6602
1683388800000,29146.6074,29714.1738,28579.0391
1683403200000,29148,29713.0137,28582.9863
1683417600000,29143.3574,29717.377,28569.3379
1683432000000,29150.6426,29711.0469,28590.2383
1683446400000,29126.8574,29705.9219,28547.791
1683460800000,29120.2852,29704.416,28536.1543
1683475200000,29105.1074,29696.3613,28513.8535
1683489600000,29039.1777,29695.1914,28383.166
1683504000000,28941.2852,29649.8027,28232.7695
1683518400000,28833,29614.5625,28051.4375
1683532800000,28730.4277,29570.0527,27890.8027
1683547200000,28624.25,29479.7051,27768.7949
1683561600000,28484.7852,29480.25,27489.3223
1683576000000,28417.1777,29494.5039,27339.8516
1683590400000,28328.2148,29445.0957,27211.334
1683604800000,28240.3574,29357.7988,27122.9141
1683619200000,28157.3926,29257.6641,27057.1211
1683633600000,28048.1777,29122.041,26974.3164
1683648000000,27965.75,28951.0547,26980.4453
1683662400000,27870.2852,28695.6348,27044.9355
1683676800000,27780.5352,28358.2949,27202.7773
1683691200000,27715.75,28164.3008,27267.1992
1683705600000,27677.1426,28030.6543,27323.6309
1683720000000,27687.3223,28083.4688,27291.1738
1683734400000,27668.6074,28037.3457,27299.8691
1683748800000,27646.6777,27993.0039,27300.3535
1683763200000,27654.1074,27978.0547,27330.1602
1683777600000,27639,27979.0195,27298.9805
1683792000000,27623.0723,27983.916,27262.2266
1683806400000,27588.1777,28013.7578,27162.5996
1683820800000,27528.5352,28098.123,26958.9473
1683835200000,27497.8926,28133.3359,26862.4512
1683849600000,27417.7148,28195.0605,26640.3672
1683864000000,27323.0352,28277.166,26368.9062
1683878400000,27228,28280.5508,26175.4492
1683892800000,27140,28272.9199,26007.0801
1683907200000,27052.7148,28196.1738,25909.2539
1683921600000,26955.6777,27929.5508,25981.8066
1683936000000,26892.5723,27779.3086,26005.834
1683950400000,26834.0723,27631.123,26037.0195
1683964800000,26788.7148,27508.9746,26068.4531
1683979200000,26743.5,27363.9668,26123.0332
1683993600000,26703.5723,27210.1094,26197.0332
1684008000000,26674.3574,27110.0703,26238.6426
1684022400000,26676.25,27115.0547,26237.4453
1684036800000,26667.3574,27086.1738,26248.541
1684051200000,26683.4648,27105.5508,26261.377
1684065600000,26738.5723,27149.1328,26328.0098
1684080000000,26776.4277,27130.7656,26422.0918
1684094400000,26818.6426,27070.7773,26566.5078
1684108800000,26874.25,27120.8574,26627.6426
1684123200000,26917.3926,27274.6914,26560.0938
1684137600000,26955.1074,27364.084,26546.1309
1684152000000,26999.1426,27452.1074,26546.1777
1684166400000,27042.3926,27530.9961,26553.7891
1684180800000,27066.8223,27542.4316,26591.2109
1684195200000,27087.2148,27547.4355,26626.9922
1684209600000,27121.2148,27552.0664,26690.3613
1684224000000,27134.8223,27544.1973,26725.4453
1684238400000,27148.0352,27530.9355,26765.1367
1684252800000,27156.8926,27512.8477,26800.9375
1684267200000,27153.5723,27513.3672,26793.7754
1684281600000,27165.7148,27498.2715,26833.1582
1684296000000,27161.3223,27508.5996,26814.0449
1684310400000,27118.75,27556.498,26681.002
1684324800000,27076.4648,27515.0254,26637.9043
1684339200000,27079.6074,27525.9941,26633.2207
1684353600000,27079,27523.7012,26634.2988
1684368000000,27073.3574,27502.3066,26644.4062
1684382400000,27089.5723,27546.8477,26632.2949
1684396800000,27108.1074,27591,26625.2148
1684411200000,27096.0352,27572.9492,26619.123
1684425600000,27073.25,27584.5898,26561.9102
1684440000000,27057.7148,27585.6445,26529.7832
1684454400000,27051.75,27586.9961,26516.5039
1684468800000,27039.8574,27583.9668,26495.748
1684483200000,27026.2148,27578.0938,26474.334
1684497600000,27028.25,27577.6914,26478.8086
1684512000000,27042.8574,27559.4336,26526.2812
1684526400000,27047.9277,27556.1758,26539.6816
1684540800000,27011.0723,27493.1172,26529.0273
1684555200000,26973.2148,27413.4375,26532.9902
1684569600000,26939.5723,27331.4004,26547.7422
1684584000000,26907.6777,27210.7988,26604.5586
1684598400000,26884.0352,27055.8848,26712.1855
1684612800000,26885.8926,27066.3887,26705.3984
1684627200000,26917.1074,27132.6016,26701.6133
1684641600000,26934.3223,27153.8633,26714.7793
1684656000000,26932.2148,27155.4863,26708.9414
1684670400000,26935.3223,27155.793,26714.8516
1684684800000,26938.7148,27155.8496,26721.5781
1684699200000,26929.6074,27166.2363,26692.9766
1684713600000,26916.3223,27190.0156,26642.627
1684728000000,26914.4277,27189.7266,26639.1309
1684742400000,26911.4277,27189.9512,26632.9062
1684756800000,26912.0352,27190.0957,26633.9746
1684771200000,26911.2148,27189.8281,26632.5996
1684785600000,26904.3574,27184.3242,26624.3887
1684800000000,26927.0352,27292.2266,26561.8438
1684814400000,26940.5723,27342.9961,26538.1465
1684828800000,26952.8223,27391.8809,26513.7637
1684843200000,26971.1777,27446.457,26495.9004
1684857600000,26997.4277,27477.0918,26517.7637
1684872000000,27019.5352,27508.6504,26530.4219
1684886400000,27010.3574,27512.2305,26508.4844
1684900800000,27005.4277,27518.6973,26492.1602
1684915200000,27011.6426,27509.5215,26513.7637
1684929600000,26973.25,27586.457,26360.043
1684944000000,26932.4277,27649.043,26215.8125
1684958400000,26893.5352,27676.9883,26110.084
1684972800000,26844.3926,27712.123,25976.6621
1684987200000,26792.9277,27736.3379,25849.5195
1685001600000,26715.3926,27631.9258,25798.8594
1685016000000,26638.1426,27529.0371,25747.248
1685030400000,26574.7148,27376.7148,25772.7148
1685044800000,26513.7852,27202.9297,25824.6426
1685059200000,26460.0352,27039.0332,25881.0371
1685073600000,26408.75,26811.5645,26005.9355
1685088000000,26385.6777,26734.5234,26036.834
1685102400000,26390.6074,26757.4316,26023.7812
1685116800000,26392.1074,26764.7441,26019.4707
1685131200000,26420.5,26822.1641,26018.8359
1685145600000,26456.7148,26879.7695,26033.6602
1685160000000,26484.8223,26919.5371,26050.1055
1685174400000,26522.5723,26932.8223,26112.3203
1685188800000,26562.5,26915.166,26209.834
1685203200000,26593.4648,26920.9141,26266.0137
1685217600000,26639.1074,26914.6055,26363.6074
1685232000000,26690.4648,27063.3633,26317.5645
1685246400000,26743.8926,27180.0918,26307.6934
1685260800000,26794.9648,27242.0664,26347.8633
1685275200000,26850.25,27326.752,26373.748
1685289600000,26927.25,27467.8008,26386.6992
1685304000000,27022.0352,27812.1094,26231.9629
1685318400000,27107.8223,28017.252,26198.3926
1685332800000,27193.8574,28160.3086,26227.4043
1685347200000,27276.3926,28274.9766,26277.8086
1685361600000,27341.9648,28303.5703,26380.3594
1685376000000,27409.1074,28311.334,26506.8789
1685390400000,27484.6074,28304.8301,26664.3848
1685404800000,27564.3223,28284.8066,26843.8359
1685419200000,27627.3926,28231.9824,27022.8027
1685433600000,27688.6777,28272.207,27105.1504
1685448000000,27722.5,28242.8281,27202.1719
1685462400000,27773.0723,28188.1816,27357.9629
1685476800000,27803.9277,28116.7988,27491.0566
1685491200000,27812.9648,28100.3418,27525.5879
1685505600000,27748.2148,28153.6113,27342.8184
1685520000000,27686.8223,28192.6191,27181.0254
1685534400000,27615.0723,28244.584,26985.5586
1685548800000,27550.0723,28230.8086,26869.334
1685563200000,27520.1074,28220.7734,26819.4414
1685577600000,27457.3574,28254.6973,26660.0176
1685592000000,27390.0352,28237.6152,26542.4551
1685606400000,27322.2148,28166.3867,26478.041
1685620800000,27261.75,28100.8164,26422.6836
1685635200000,27177.0723,27920.3066,26433.8379
1685649600000,27114.5,27823.0078,26405.9922
1685664000000,27053.0723,27629.7695,26476.373
1685678400000,27006,27456.6133,26555.3867
1685692800000,26967.8926,27249.2969,26686.4883
1685707200000,26963.4648,27233.7715,26693.1582
1685721600000,26973.4648,27272.3105,26674.6191
1685736000000,26997.4277,27322.7812,26672.0762
1685750400000,27007.75,27341.6406,26673.8594
1685764800000,27005.2148,27333.3965,26677.0312
1685779200000,27031.7852,27335.9316,26727.6387
1685793600000,27066.8223,27368.6309,26765.0117
1685808000000,27080.8223,27366.6543,26794.9883
1685822400000,27093.7148,27358.8574,26828.5703
1685836800000,27108.8926,27338.5625,26879.2227
1685851200000,27132.7148,27290.8594,26974.5684
1685865600000,27146.5723,27288.4043,27004.7383
1685880000000,27156.5352,27287.3145,27025.7578
1685894400000,27162.5,27294.8613,27030.1387
1685908800000,27162.8926,27294.6309,27031.1543
1685923200000,27134.0352,27340.2148,26927.8555
1685937600000,27104.0352,27357.0156,26851.0566
1685952000000,27077.6074,27381.0547,26774.1582
1685966400000,26992.75,27625.5234,26359.9766
1685980800000,26884.8574,27825.4277,25944.2871
1685995200000,26772.75,27856.8633,25688.6367
1686009600000,26675.3926,27868.1406,25482.6465
1686024000000,26579.0352,27845.3594,25312.7109
1686038400000,26480.75,27794.2812,25167.2188
1686052800000,26403.9277,27679.0215,25128.8359
1686067200000,26395.8223,27652.0586,25139.584
1686081600000,26399.1074,27663.7812,25134.4336
1686096000000,26377.7852,27596.2793,25159.293
1686110400000,26355.4648,27529.9199,25181.0098
1686124800000,26359.75,27541.625,25177.875
1686139200000,26325.9277,27480.0137,25171.8438
1686153600000,26304.8926,27436.125,25173.6602
1686168000000,26329.5723,27446.9785,25212.166
1686182400000,26380.5,27427.1074,25333.8926
1686196800000,26432.3223,27412.7344,25451.9082
1686211200000,26482.7852,27381.7168,25583.8535
1686225600000,26554.1426,27351.8086,25756.4766
1686240000000,26614.5352,27252.4824,25976.5879
1686254400000,26645,27212.1621,26077.8379
1686268800000,26601.3926,27120.1895,26082.5957
1686283200000,26548.6074,26934.3516,26162.8633
1686297600000,26526.8574,26858.9023,26194.8105
1686312000000,26503.3574,26799.207,26207.5078
1686326400000,26467.9277,26670.623,26265.2344
1686340800000,26476.7852,26667.9004,26285.6719
1686355200000,26465.6426,26672.5938,26258.6934
1686369600000,26416.4648,26886.543,25946.3848
1686384000000,26372.8574,26962.8594,25782.8555
1686398400000,26315.1426,27013.5488,25616.7383
1686412800000,26266.2148,27019.0176,25513.4102
1686427200000,26203.5723,26941.7168,25465.4258
1686441600000,26146.2852,26897.793,25394.7793
1686456000000,26092.6074,26844.7402,25340.4727
1686470400000,26045,26780.1191,25309.8809
1686484800000,25992.6426,26697.1602,25288.125
1686499200000,25951.4277,26569.5781,25333.2773
1686513600000,25912.7852,26459.5801,25365.9922
1686528000000,25868.8574,26345.9121,25391.8027
1686542400000,25820.9277,26162.3047,25479.5527
1686556800000,25796.1074,26017.4141,25574.8008
1686571200000,25809.1074,26013.9141,25604.3008
1686585600000,25815.7852,26015.2129,25616.3594
1686600000000,25834.2148,26010.6992,25657.7305
1686614400000,25856.25,26058.5703,25653.9297
1686628800000,25871.8574,26098.9492,25644.7637
1686643200000,25903.6074,26164.5391,25642.6758
1686657600000,25904.25,26163.6211,25644.8789
1686672000000,25911.1426,26164.334,25657.9512
1686686400000,25923.1426,26161.5625,25684.7227
1686700800000,25918.8926,26151.5938,25686.1914
1686715200000,25916.5352,26149.3887,25683.6836
1686729600000,25929.2148,26151.4512,25706.9766
1686744000000,25941.7852,26152.7637,25730.8066
1686758400000,25933.0723,26147.8848,25718.2578
1686772800000,25882.3926,26354.7363,25410.0508
1686787200000,25827.8574,26464.7539,25190.959
1686801600000,25758.8926,26543.5176,24974.2695
1686816000000,25681.3926,26544.1641,24818.623
1686830400000,25600.8926,26516.584,24685.2031
1686844800000,25548.75,26409.207,24688.293
1686859200000,25536.8223,26390.3633,24683.2793
1686873600000,25512.1777,26342.123,24682.2344
1686888000000,25482.2852,26280.0527,24684.5195
1686902400000,25445.1777,26195.5801,24694.7773
1686916800000,25440.8223,26181.3105,24700.332
1686931200000,25470.0352,26315.5996,24624.4727
1686945600000,25496.3574,26422.2812,24570.4336
1686960000000,25524.75,26514.834,24534.666
1686974400000,25630,26731.1602,24528.8398
1686988800000,25733.25,26869.8906,24596.6094
1687003200000,25838.9648,26931.5566,24746.373
1687017600000,25946.1777,26969.002,24923.3535
1687032000000,26059.5723,26950.8203,25168.3223
1687046400000,26137.2852,26989.5117,25285.0586
1687060800000,26208.75,27030.4883,25387.0117
1687075200000,26276.2148,27023.3965,25529.0312
1687089600000,26350.25,26972.916,25727.584
1687104000000,26434.7852,26823.5918,26045.9785
1687118400000,26470.0723,26686.9297,26253.2129
1687132800000,26471.5,26686.0312,26256.9688
1687147200000,26477.3926,26681.832,26272.9531
1687161600000,26490.2148,26654.7461,26325.6816
1687176000000,26478.4277,26636.1797,26320.6777
1687190400000,26489.7852,26673.084,26306.4883
1687204800000,26519.8223,26767.4863,26272.1562
1687219200000,26549.1777,26856.8926,26241.4648
1687233600000,26571.25,26909.9102,26232.5898
1687248000000,26596.25,26969.8027,26222.6973
1687262400000,26630.6426,27075.2539,26186.0312
1687276800000,26736.2148,27551.8184,25920.6094
1687291200000,26862.6426,28003.4629,25721.8223
1687305600000,27010.8926,28485.2578,25536.5273
1687320000000,27191.7852,28891.9863,25491.584
1687334400000,27372.7148,29226.5547,25518.873
1687348800000,27617.0352,29782.7539,25451.3164
1687363200000,27880.1777,30286.8691,25473.4883
1687377600000,28135.6074,30627.8496,25643.3633
1687392000000,28394.9277,30972.8848,25816.9707
1687406400000,28628.4277,31189.418,26067.4395
1687420800000,28846.2148,31292.084,26400.3438
1687435200000,29062.4277,31281.0488,26843.8086
1687449600000,29300.8926,31230.0215,27371.7637
1687464000000,29502.25,30995.2227,28009.2773
1687478400000,29646.7148,30891.8223,28401.6074
1687492800000,29762.3574,30768.4824,28756.2305
1687507200000,29864.8223,30698.8496,29030.7949
1687521600000,30034.3926,30946.4199,29122.3672
1687536000000,30174,30953.3359,29394.6641
1687550400000,30234.25,31033.1699,29435.3301
1687564800000,30277.9277,31111.8711,29443.9863
1687579200000,30319.25,31151.5371,29486.9629
1687593600000,30348.1426,31202.1641,29494.123
1687608000000,30370.2148,31213.291,29527.1367
1687622400000,30419.8223,31234.9531,29604.6895
1687636800000,30468.8574,31222.4492,29715.2637
1687651200000,30506.3926,31259.3125,29753.4727
1687665600000,30566.5723,31241.707,29891.4355
1687680000000,30618.1074,31217.8633,30018.3496
1687694400000,30665.25,31130.7637,30199.7363
1687708800000,30686,31076.7031,30295.2969
1687723200000,30631.5723,30889.9824,30373.1621
1687737600000,30589.4648,30863.543,30315.3848
1687752000000,30568.8926,30852.7578,30285.0273
1687766400000,30539.5,30837.291,30241.709
1687780800000,30527.6777,30831.2617,30224.0957
1687795200000,30495.25,30817.0703,30173.4297
1687809600000,30484.5723,30826.4922,30142.6523
1687824000000,30465.3223,30803.6641,30126.9785
1687838400000,30455.25,30792.3145,30118.1855
1687852800000,30453.6074,30785.1465,30122.0684
1687867200000,30436.4277,30732.5566,30140.3008
1687881600000,30430.5352,30706.4512,30154.6211
1687896000000,30438,30735.8223,30140.1777
1687910400000,30439.6426,30737.6348,30141.6523
1687924800000,30419.3926,30742.4941,30096.293
1687939200000,30420.8223,30741.8086,30099.834
1687953600000,30421.3574,30742.2422,30100.4727
1687968000000,30405.6074,30765.3203,30045.8945
1687982400000,30380.7148,30780.6445,29980.7852
1687996800000,30374.25,30785.793,29962.707
1688011200000,30379.6074,30786.9414,29972.2734
1688025600000,30402.5723,30837.3203,29967.8223
1688040000000,30408.3574,30844.9941,29971.7207
1688054400000,30398.1074,30810.6992,29985.5156
1688068800000,30395.9277,30806.9492,29984.9082
1688083200000,30403.5723,30835.7129,29971.4297
1688097600000,30408.0723,30853.4512,29962.6914
1688112000000,30439.8574,30953.2734,29926.4414
1688126400000,30429.7852,30967.2617,29892.3086
1688140800000,30433.3926,30968.3047,29898.4824
1688155200000,30437.0352,30971.9414,29902.1309
1688169600000,30458.0723,30959.3906,29956.752
1688184000000,30485.5,30937.4961,30033.5039
1688198400000,30511.8574,30923.7832,30099.9316
1688212800000,30528.4277,30928.9082,30127.9492
1688227200000,30523.9277,30918.9863,30128.8711
1688241600000,30531.7148,30927.416,30136.0137
1688256000000,30527,30921.8359,30132.1641
1688270400000,30530.4277,30923.5684,30137.2891
1688284800000,30515.2852,30890.1855,30140.3867
1688299200000,30496.1426,30845.6133,30146.6738
1688313600000,30470.4277,30740.2734,30200.584
1688328000000,30511.0723,30659.9863,30362.1582
1688342400000,30539.3223,30712.1543,30366.4883
1688356800000,30554.25,30733.2656,30375.2344
1688371200000,30571.4277,30728.0957,30414.7617
1688385600000,30615.8574,30905.4258,30326.2871
1688400000000,30669.5,31107.584,30231.416
1688414400000,30712.4277,31214.625,30210.2324
1688428800000,30753.7148,31309.1348,30198.293
1688443200000,30776.0723,31328.6035,30223.5391
1688457600000,30815.5723,31366.7227,30264.4199
1688472000000,30849.6426,31378.043,30321.2422
1688486400000,30861.5723,31367.873,30355.2695
1688500800000,30881.3926,31348.4785,30414.3066
1688515200000,30905.2148,31333.2207,30477.209
1688529600000,30916.6074,31321.4492,30511.7637
1688544000000,30891.4648,31369.8711,30413.0566
1688558400000,30868.9648,31412.2441,30325.6855
1688572800000,30854.8926,31431.5371,30278.25
1688587200000,30814.4648,31403.916,30225.0117
1688601600000,30759.1426,31311.4023,30206.8828
1688616000000,30732.7852,31237.875,30227.6973
1688630400000,30707.2148,31148.8848,30265.543
1688644800000,30671.3926,31124.7676,30218.0176
1688659200000,30616.1777,31051.0469,30181.3105
1688673600000,30537.7148,31067.1035,30008.3262
1688688000000,30497.1074,31056.9648,29937.25
1688702400000,30442.3574,31033.9688,29850.7441
1688716800000,30387.1777,30949.9258,29824.4297
1688731200000,30359,30878.2754,29839.7246
1688745600000,30345.9277,30869.1133,29822.7441
1688760000000,30344.1777,30867.4004,29820.957
1688774400000,30332.8926,30854.9082,29810.877
1688788800000,30310.5,30827.8535,29793.1465
1688803200000,30289.25,30798.8438,29779.6562
1688817600000,30247.2852,30672.0938,29822.4766
1688832000000,30195,30472.4824,29917.5176
1688846400000,30185.7148,30442.8184,29928.6094
1688860800000,30184.8574,30440.582,29929.1328
1688875200000,30211.5723,30406.2168,30016.9258
1688889600000,30220.75,30411.4121,30030.0879
1688904000000,30244.5723,30400.6562,30088.4863
1688918400000,30254.0352,30389.5977,30118.4727
1688932800000,30238.1426,30360.3066,30115.9785
1688947200000,30233.4648,30362.5625,30104.3652
1688961600000,30217.3574,30350.4648,30084.248
1688976000000,30214.6426,30344.5742,30084.7129
1688990400000,30222.5,30359.1348,30085.8652
1689004800000,30267.9648,30610.3711,29925.5586
1689019200000,30282.6777,30631.5859,29933.7715
1689033600000,30309.4277,30656.3965,29962.4609
1689048000000,30327.4648,30690.6465,29964.2812
1689062400000,30336.2148,30700.543,29971.8848
1689076800000,30360.5723,30745.3477,29975.7949
1689091200000,30383.8223,30780.5117,29987.1328
1689105600000,30404.3223,30818.3926,29990.25
1689120000000,30429.4648,30842.4668,30016.4609
1689134400000,30470.7148,30883.9805,30057.4473
1689148800000,30515.0352,30916.9395,30113.1328
1689163200000,30544.3926,30875.9414,30212.8438
1689177600000,30547.0723,30869.0625,30225.0801
1689192000000,30552.6777,30859.7949,30245.5625
1689206400000,30514.3926,30804.6055,30224.1797
1689220800000,30510.25,30807.5059,30212.9941
