ts_ms,horizontal_range,hr_start,hr_end,hor_upper,hor_lower,uptrend,uptrend_start,uptrend_end,downtrend,downtrend_start,downtrend_end,hr_uptrend,hr_downtrend,hr_start_marker,hr_end_marker,uptrend_start_marker,uptrend_end_marker,downtrend_start_marker,downtrend_end_marker,hr_breakout_attempt,hr_pending_breakout,hr_breakout_confirmed,hr_false_breakout,hr_reclaim,hr_break_direction,hr_break_extreme,hr_reclaim_marker
1543968000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1543982400000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1543996800000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544011200000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544025600000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544040000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544054400000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544068800000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544083200000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544097600000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544112000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544126400000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544140800000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544155200000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544169600000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544184000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544198400000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544212800000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544227200000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544241600000,true,true,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,3492,,,,,,false,false,false,false,false,,,
1544256000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544270400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544284800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544299200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544313600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,true,false,true,,,,,,3069,false,false,false,false,false,,,
1544328000000,true,false,false,3653.2605,3152.89941,false,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544342400000,true,false,false,3653.2605,3152.89941,false,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544356800000,true,false,false,3653.2605,3152.89941,false,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1544371200000,true,false,false,3653.2605,3152.89941,false,false,false,true,true,false,false,true,,,,,3629.5,,false,false,false,false,false,,,
1544385600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544400000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544414400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544428800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544443200000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544457600000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544472000000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544486400000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
1544500800000,true,false,false,3653.2605,3152.89941,false,false,false,true,false,false,false,true,,,,,,,false,false,false,false,false,,,
